text,processed_text,vader_neg,vader_neu,vader_pos,compound,roberta_neg,roberta_neu,roberta_pos,label
i was feeling very discouraged yesterday but now that i have some perspective and a plan i feel more hopeful,"['feeling', 'discouraged', 'yesterday', 'perspective', 'plan', 'feel', 'hopeful']",0.094,0.615,0.29,0.6301,0.11697563,0.19445859,0.6885658,Sadness
im trying not to sound like a raging fangirl but i have huge feeling im extremely unsuccessful,"['im', 'trying', 'sound', 'like', 'raging', 'fangirl', 'huge', 'feeling', 'im', 'extremely', 'unsuccessful']",0.336,0.452,0.212,-0.4107,0.8776974,0.1090733,0.013229323,Sadness
i just feel very disturbed,"['feel', 'disturbed']",0.491,0.509,0.0,-0.4391,0.8651479,0.12423873,0.010613364,Sadness
i am just as guilty as the next development worker at dropping acronyms acting shocked when people havent heard of the latest genocide brewing in kazwhatistan and going on holidays to the first world feeling jaded and unable to fit back into the society that raised me,"['guilty', 'next', 'development', 'worker', 'dropping', 'acronym', 'acting', 'shocked', 'people', 'havent', 'heard', 'latest', 'genocide', 'brewing', 'kazwhatistan', 'going', 'holiday', 'first', 'world', 'feeling', 'jaded', 'unable', 'fit', 'back', 'society', 'raised']",0.142,0.737,0.122,-0.2732,0.90139526,0.09230643,0.006298297,Sadness
i know youre feeling anguished and desperate and even despairing,"['know', 'youre', 'feeling', 'anguished', 'desperate', 'even', 'despairing']",0.564,0.336,0.101,-0.7845,0.8929978,0.09810899,0.008893237,Sadness
i remember most of all from those very chaotic confusing and frightening days is the sense of always feeling like i had a finger slammed in my face blaming idiotic me for the state of our country and world,"['remember', 'chaotic', 'confusing', 'frightening', 'day', 'sense', 'always', 'feeling', 'like', 'finger', 'slammed', 'face', 'blaming', 'idiotic', 'state', 'country', 'world']",0.322,0.596,0.082,-0.9131,0.9327532,0.061327174,0.005919601,Sadness
i cant forget what they did to me but i can forgive them and try to see it as their problem because in fact they should have to feel ashamed not me,"['cant', 'forget', 'forgive', 'try', 'see', 'problem', 'fact', 'feel', 'ashamed']",0.204,0.69,0.106,-0.6924,0.851074,0.13852401,0.010401949,Sadness
i feeling melancholy because i am listening to simon amp garfunkel or am i listening to s amp g because i m feeling melancholy,"['feeling', 'melancholy', 'listening', 'simon', 'amp', 'garfunkel', 'listening', 'amp', 'g', 'feeling', 'melancholy']",0.266,0.596,0.138,-0.5859,0.3767005,0.552114,0.071185544,Sadness
i would like to console myself thinking that these bashers just feel too helpless and frustrated that if only our leaders did not betray us we could have done something about the pitiful plight of our fellowmen,"['would', 'like', 'console', 'thinking', 'bashers', 'feel', 'helpless', 'frustrated', 'leader', 'betray', 'u', 'could', 'done', 'something', 'pitiful', 'plight', 'fellowmen']",0.207,0.667,0.126,-0.5764,0.88999116,0.09783755,0.012171385,Sadness
i like to think so because a lot of things i encounter make me feel dumb,"['like', 'think', 'lot', 'thing', 'encounter', 'make', 'feel', 'dumb']",0.196,0.655,0.149,-0.2023,0.63204575,0.31258765,0.055366635,Sadness
i absolutely adore them and feel sad that such a significant event happens without pomp or ceremony and doesnt even make the news,"['absolutely', 'adore', 'feel', 'sad', 'significant', 'event', 'happens', 'without', 'pomp', 'ceremony', 'doesnt', 'even', 'make', 'news']",0.116,0.672,0.212,0.3804,0.4287839,0.19446753,0.37674853,Sadness
i feel so lame d,"['feel', 'lame']",0.607,0.393,0.0,-0.4754,0.9015996,0.08640438,0.011996081,Sadness
im feeling a little disheartened because for the past few days i have witnessed some activities that are just completely mind boggling,"['im', 'feeling', 'little', 'disheartened', 'past', 'day', 'witnessed', 'activity', 'completely', 'mind', 'boggling']",0.13,0.803,0.067,-0.3415,0.8761565,0.116544865,0.0072987177,Sadness
i can choose to be grateful even when my emotions and feelings are still steeped in hurt and resentment,"['choose', 'grateful', 'even', 'emotion', 'feeling', 'still', 'steeped', 'hurt', 'resentment']",0.259,0.617,0.123,-0.5106,0.2266662,0.5163145,0.2570193,Sadness
i do my weekend runs with him so it makes sense i am feeling a little isolated and lonely,"['weekend', 'run', 'make', 'sense', 'feeling', 'little', 'isolated', 'lonely']",0.226,0.694,0.08,-0.4105,0.48909208,0.47597376,0.03493417,Sadness
i will admit that the start of the season saw me feeling rather discouraged,"['admit', 'start', 'season', 'saw', 'feeling', 'rather', 'discouraged']",0.169,0.625,0.206,-0.1027,0.72853976,0.25412196,0.017338289,Sadness
i was bored and feeling unhappy when i wrote it but in retrospect it was at the very end of my bored period and the last week or so of farm life i was very happy,"['bored', 'feeling', 'unhappy', 'wrote', 'retrospect', 'end', 'bored', 'period', 'last', 'week', 'farm', 'life', 'happy']",0.149,0.686,0.165,0.3898,0.20850134,0.37670642,0.41479218,Sadness
i feel assaulted by this shit storm of confusion anger and hurt feelings that tsunami d us both away from each other,"['feel', 'assaulted', 'shit', 'storm', 'confusion', 'anger', 'hurt', 'feeling', 'tsunami', 'u', 'away']",0.521,0.479,0.0,-0.946,0.9172187,0.07694421,0.005837025,Sadness
im reminded that when im feeling discouraged being in service to someone else can lift me up,"['im', 'reminded', 'im', 'feeling', 'discouraged', 'service', 'someone', 'else', 'lift']",0.141,0.781,0.078,-0.296,0.032768786,0.3614047,0.60582656,Sadness
i look back and see these films i feel that i ve learnt a lot from my unsuccessful films,"['look', 'back', 'see', 'film', 'feel', 'learnt', 'lot', 'unsuccessful', 'film']",0.152,0.848,0.0,-0.3612,0.07755108,0.40286088,0.51958805,Sadness
i feel sort of disappointed about it even though i probably really really enjoyed it this was the case for for example why be happy when you could be normal and its stupid and it sucks,"['feel', 'sort', 'disappointed', 'even', 'though', 'probably', 'really', 'really', 'enjoyed', 'case', 'example', 'happy', 'could', 'normal', 'stupid', 'suck']",0.203,0.632,0.165,-0.1832,0.9154629,0.07318231,0.011354852,Sadness
i feel helpless and not in control a place where the universe is not friendly where god doesn t love me and where i must have bad luck,"['feel', 'helpless', 'control', 'place', 'universe', 'friendly', 'god', 'love', 'must', 'bad', 'luck']",0.303,0.498,0.199,-0.4102,0.94642353,0.04929468,0.004281822,Sadness
im happy to report im still not feeling terribly stressed,"['im', 'happy', 'report', 'im', 'still', 'feeling', 'terribly', 'stressed']",0.085,0.374,0.54,0.8069,0.02067385,0.09213672,0.88718945,Sadness
i feel that a stupid manicure really isnt important in the grand scheme of things if you really think about it,"['feel', 'stupid', 'manicure', 'really', 'isnt', 'important', 'grand', 'scheme', 'thing', 'really', 'think']",0.217,0.659,0.124,-0.3117,0.8635785,0.12521407,0.011207511,Sadness
ive been feeling exhausted until today and that was my second day of too broken to move,"['ive', 'feeling', 'exhausted', 'today', 'second', 'day', 'broken', 'move']",0.265,0.664,0.071,-0.6249,0.87607664,0.112147264,0.01177614,Sadness
i feel strongly in thinking that what i do and say is not in vain,"['feel', 'strongly', 'thinking', 'say', 'vain']",0.0,0.713,0.287,0.5318,0.024536487,0.27547413,0.69998944,Sadness
i know and i am eternally torned about it because i feel helpless and useless,"['know', 'eternally', 'torned', 'feel', 'helpless', 'useless']",0.367,0.633,0.0,-0.7003,0.93445486,0.05755042,0.007994717,Sadness
i am afraid its a difficult question and as a malay i feel embarrassed that i am unable to say a definite yes,"['afraid', 'difficult', 'question', 'malay', 'feel', 'embarrassed', 'unable', 'say', 'definite', 'yes']",0.219,0.57,0.211,-0.0516,0.89860684,0.09529568,0.0060974713,Sadness
i was very sad when i had to leave persons with whom i had a very intense relationship i also had to leave the environment which was part of this,"['sad', 'leave', 'person', 'intense', 'relationship', 'also', 'leave', 'environment', 'part']",0.204,0.74,0.056,-0.4939,0.86050904,0.12984173,0.009649286,Sadness
i feel really lethargic headaches opposite of constipated faint sick sometimes and yesterday i was drinking my normal amount of water and i started getting really sharp pains in my stomach,"['feel', 'really', 'lethargic', 'headache', 'opposite', 'constipated', 'faint', 'sick', 'sometimes', 'yesterday', 'drinking', 'normal', 'amount', 'water', 'started', 'getting', 'really', 'sharp', 'pain', 'stomach']",0.262,0.738,0.0,-0.8347,0.9033835,0.08894442,0.0076720794,Sadness
i feel wholly inadequate,"['feel', 'wholly', 'inadequate']",0.574,0.426,0.0,-0.4019,0.86551243,0.11351943,0.020968165,Sadness
i was taught to complain and feel unhappy but it was not until quite recently i clearly understood the importance or gratitude and started to make it important in my life,"['taught', 'complain', 'feel', 'unhappy', 'quite', 'recently', 'clearly', 'understood', 'importance', 'gratitude', 'started', 'make', 'important', 'life']",0.09,0.568,0.342,0.9046,0.41688856,0.44785753,0.13525392,Sadness
i feel foolish for pinning over edward so steadfastly when it is easy to conclude that he may be actually enjoying his new circumstances,"['feel', 'foolish', 'pinning', 'edward', 'steadfastly', 'easy', 'conclude', 'may', 'actually', 'enjoying', 'new', 'circumstance']",0.074,0.704,0.222,0.6369,0.5322472,0.39625075,0.07150205,Sadness
i wasn t made to feel foolish or neurotic,"['made', 'feel', 'foolish', 'neurotic']",0.474,0.526,0.0,-0.5423,0.46632785,0.49724,0.0364321,Sadness
i started this week feeling pretty exhausted,"['started', 'week', 'feeling', 'pretty', 'exhausted']",0.245,0.294,0.461,0.296,0.7550468,0.22320955,0.021743633,Sadness
i will be happy to go with her and talk about how i feel and how unhappy it makes me to hide myself and my stuff and well see where this detour leads,"['happy', 'go', 'talk', 'feel', 'unhappy', 'make', 'hide', 'stuff', 'well', 'see', 'detour', 'lead']",0.121,0.724,0.155,0.3182,0.45588875,0.4316535,0.112457715,Sadness
i was feeling a little bit embarrassed about one of,"['feeling', 'little', 'bit', 'embarrassed', 'one']",0.229,0.617,0.154,-0.1832,0.7108273,0.2778276,0.011345145,Sadness
i feel like i need to do damage to myself to be punished as i deserve,"['feel', 'like', 'need', 'damage', 'punished', 'deserve']",0.332,0.535,0.134,-0.5719,0.84842294,0.14430673,0.007270339,Sadness
i cried whenever i was on my own for the first three days i spent there forever feeling a dull ache and the pull of back home,"['cried', 'whenever', 'first', 'three', 'day', 'spent', 'forever', 'feeling', 'dull', 'ache', 'pull', 'back', 'home']",0.278,0.669,0.053,-0.7506,0.8454659,0.13920933,0.015324746,Sadness
i did not feel i could continue in this vain,"['feel', 'could', 'continue', 'vain']",0.317,0.683,0.0,-0.5023,0.8229685,0.16149381,0.015537747,Sadness
i didnt feel devastated if i had i wouldnt have been able to keep on trying i just felt disappointed and even more grateful for the children i already had,"['didnt', 'feel', 'devastated', 'wouldnt', 'able', 'keep', 'trying', 'felt', 'disappointed', 'even', 'grateful', 'child', 'already']",0.098,0.696,0.206,0.5288,0.36440268,0.3756502,0.25994712,Sadness
i feel groggy and i hate waking up getting out of bed and getting going,"['feel', 'groggy', 'hate', 'waking', 'getting', 'bed', 'getting', 'going']",0.236,0.764,0.0,-0.5719,0.91830873,0.07448917,0.0072021293,Sadness
im feeling sentimental all of a sudden like wow its been soo long since we know each other that jo is like a part of my life that i can never imagine without already,"['im', 'feeling', 'sentimental', 'sudden', 'like', 'wow', 'soo', 'long', 'since', 'know', 'jo', 'like', 'part', 'life', 'never', 'imagine', 'without', 'already']",0.0,0.674,0.326,0.891,0.020704815,0.06970735,0.9095878,Sadness
i have to remind myself the good i have around me to avoid feeling sorry for myself,"['remind', 'good', 'around', 'avoid', 'feeling', 'sorry']",0.185,0.582,0.233,0.2263,0.07590095,0.371721,0.55237806,Sadness
i called my mommy from the restaurant and asked her to meet me at home as soon as she could because i was feeling lousy,"['called', 'mommy', 'restaurant', 'asked', 'meet', 'home', 'soon', 'could', 'feeling', 'lousy']",0.135,0.808,0.058,-0.4588,0.61735874,0.33851233,0.04412893,Sadness
ive finally stopped feeling sorry for myself about canceling my vacation with my family a,"['ive', 'finally', 'stopped', 'feeling', 'sorry', 'canceling', 'vacation', 'family']",0.204,0.701,0.096,-0.1779,0.67864174,0.28369302,0.037665177,Sadness
i am feeling the need to share it now to relieve some of the emotional stress this situation is causing me,"['feeling', 'need', 'share', 'relieve', 'emotional', 'stress', 'situation', 'causing']",0.109,0.586,0.305,0.4588,0.529184,0.41959518,0.051220804,Sadness
finding out that my best friend could not go to university,"['finding', 'best', 'friend', 'could', 'go', 'university']",0.0,0.549,0.451,0.8126,0.80241466,0.18647593,0.011109448,Sadness
im feeling a little sentimental today so this prompt at a href http withrealtoads,"['im', 'feeling', 'little', 'sentimental', 'today', 'prompt', 'href', 'http', 'withrealtoads']",0.0,0.74,0.26,0.3626,0.056235865,0.592836,0.35092822,Sadness
im feeling all morose and unfunny,"['im', 'feeling', 'morose', 'unfunny']",0.0,0.769,0.231,0.128,0.8149243,0.16927956,0.015796145,Sadness
i miss my family more than words can say and sometimes i feel lonely without my friends but this experience is going to shape our future,"['miss', 'family', 'word', 'say', 'sometimes', 'feel', 'lonely', 'without', 'friend', 'experience', 'going', 'shape', 'future']",0.187,0.813,0.0,-0.4266,0.45977265,0.26839837,0.27182898,Sadness
i have no response for him which makes me feel horrible,"['response', 'make', 'feel', 'horrible']",0.416,0.584,0.0,-0.6908,0.9377523,0.056784473,0.005463239,Sadness
i am guilty every now and then of feeling discontent based on what i see on my facebook newsfeed,"['guilty', 'every', 'feeling', 'discontent', 'based', 'see', 'facebook', 'newsfeed']",0.145,0.777,0.078,-0.3182,0.7449361,0.24316752,0.011896356,Sadness
i too feel more weepy now than i ever have been and well up at the silliest things,"['feel', 'weepy', 'ever', 'well', 'silliest', 'thing']",0.133,0.667,0.2,0.079,0.88863033,0.09567059,0.015699068,Sadness
im not feeling one bit guilty about it,"['im', 'feeling', 'one', 'bit', 'guilty']",0.41,0.59,0.0,-0.4888,0.43605793,0.47696286,0.08697931,Sadness
im the only woman on my team and our team outings are always golf outings and i dont golf i might feel ignored and insignificant on my team,"['im', 'woman', 'team', 'team', 'outing', 'always', 'golf', 'outing', 'dont', 'golf', 'might', 'feel', 'ignored', 'insignificant', 'team']",0.164,0.836,0.0,-0.5719,0.6235482,0.3380364,0.03841539,Sadness
i feel sad that the person who reviewed my book clearly didnt bother to take the time to actually read it,"['feel', 'sad', 'person', 'reviewed', 'book', 'clearly', 'didnt', 'bother', 'take', 'time', 'actually', 'read']",0.125,0.684,0.191,0.162,0.9173262,0.07615748,0.006516297,Sadness
